step,track,model,dataset,MAE,RMSE,R2,Memory in Mb,Time in s
11,Regression,Linear Regression,ChickWeights,30.432219699626994,31.267456151778337,-1257.4692714745631,0.004130363464355469,0.00573
22,Regression,Linear Regression,ChickWeights,20.75760844034268,23.632210645041404,-590.4769976066937,0.004130363464355469,0.014188
33,Regression,Linear Regression,ChickWeights,14.555240079240876,19.349294933329695,-259.0232069515881,0.004130363464355469,0.024916
44,Regression,Linear Regression,ChickWeights,11.143633659136759,16.767243978820222,-220.34524244378574,0.004130363464355469,0.037624000000000005
55,Regression,Linear Regression,ChickWeights,10.841164000616114,17.714902804136145,-60.2608923989398,0.004130363464355469,0.160771
66,Regression,Linear Regression,ChickWeights,10.32598508406065,16.527353468164844,-21.985729074745297,0.004130363464355469,0.28803100000000004
77,Regression,Linear Regression,ChickWeights,9.718401993814265,15.521096390186141,-12.587024696233003,0.004130363464355469,0.419169
88,Regression,Linear Regression,ChickWeights,8.767755200283737,14.552446235427842,-9.829280875288257,0.004130363464355469,0.552919
99,Regression,Linear Regression,ChickWeights,7.977130626229444,13.740429605807138,-7.074807888709797,0.004130363464355469,0.789398
110,Regression,Linear Regression,ChickWeights,7.506893871110683,13.098273311725844,-4.124041411671393,0.004130363464355469,1.037201
121,Regression,Linear Regression,ChickWeights,7.252833276832352,12.607637144454216,-2.6562249812820733,0.004130363464355469,1.2870620000000002
132,Regression,Linear Regression,ChickWeights,6.896359231575217,12.121970224209305,-1.7624336939368233,0.004130363464355469,1.5406020000000002
143,Regression,Linear Regression,ChickWeights,6.581914741629191,11.688367143429069,-1.080274127204615,0.004130363464355469,1.8781070000000002
154,Regression,Linear Regression,ChickWeights,6.347682986169337,11.314945909537578,-0.6567859420078188,0.004130363464355469,2.219138
165,Regression,Linear Regression,ChickWeights,6.47676439389405,11.21748999353191,-0.30899590760610374,0.004130363464355469,2.562532
176,Regression,Linear Regression,ChickWeights,6.552290709218319,11.100632967129414,-0.03357189497448321,0.004130363464355469,2.991485
187,Regression,Linear Regression,ChickWeights,6.503097179992549,10.915357728148932,0.18175912588502985,0.004130363464355469,3.422667
198,Regression,Linear Regression,ChickWeights,6.420443618722296,10.727647067877953,0.3713230272376924,0.004130363464355469,3.8568260000000003
209,Regression,Linear Regression,ChickWeights,6.54715053669462,10.814712106795348,0.47329133398018763,0.004130363464355469,4.294639
220,Regression,Linear Regression,ChickWeights,7.075852889975692,11.488147441481185,0.479648982578291,0.004130363464355469,4.816512
231,Regression,Linear Regression,ChickWeights,7.197265349840174,11.527376107145999,0.5518657524511614,0.004130363464355469,5.340764
242,Regression,Linear Regression,ChickWeights,7.359957454348683,11.71365363090123,0.6276606533313056,0.004130363464355469,5.867426
253,Regression,Linear Regression,ChickWeights,7.389343614466645,11.704104182671559,0.6771453727427903,0.004130363464355469,6.397292
264,Regression,Linear Regression,ChickWeights,8.007684680730522,12.681713023454451,0.6536838584261326,0.004210472106933594,6.930164
275,Regression,Linear Regression,ChickWeights,8.456356064016727,13.562457362384485,0.6514630282957669,0.004210472106933594,7.465503
286,Regression,Linear Regression,ChickWeights,8.682222588679535,13.91372755183948,0.6822857451181047,0.004210472106933594,8.003379
297,Regression,Linear Regression,ChickWeights,8.656490376145301,13.862729792291397,0.7264657185265005,0.004210472106933594,8.54382
308,Regression,Linear Regression,ChickWeights,9.17087534181789,14.586626878398466,0.730278281446047,0.004210472106933594,9.263083
319,Regression,Linear Regression,ChickWeights,10.253235573939358,17.040182474587255,0.6659707835095393,0.004210472106933594,9.984954
330,Regression,Linear Regression,ChickWeights,10.67218268870669,17.597898989920818,0.6951262006904333,0.004210472106933594,10.709853
341,Regression,Linear Regression,ChickWeights,10.865878827617594,17.684075493652397,0.7243197409220903,0.004210472106933594,11.440337000000001
352,Regression,Linear Regression,ChickWeights,11.014541487264223,17.788847456042067,0.7464163188501894,0.004210472106933594,12.225637
363,Regression,Linear Regression,ChickWeights,11.893125923244742,19.14640328452056,0.7147396000186461,0.004210472106933594,13.013407
374,Regression,Linear Regression,ChickWeights,12.40252640363099,20.24468752454989,0.7068188127948265,0.004210472106933594,13.803309
385,Regression,Linear Regression,ChickWeights,12.78041264925886,20.84297745742841,0.7250508110390363,0.004210472106933594,14.595253
396,Regression,Linear Regression,ChickWeights,12.908163646252072,20.82655299121286,0.7440434321899679,0.004210472106933594,15.38938
407,Regression,Linear Regression,ChickWeights,13.78624220521945,22.297725224665914,0.7272822586077066,0.004210472106933594,16.187718
418,Regression,Linear Regression,ChickWeights,14.56231380927385,23.732773749874315,0.7099846963904786,0.004210472106933594,16.988195
429,Regression,Linear Regression,ChickWeights,15.109717404902197,24.642068489898374,0.7221580232945248,0.004210472106933594,17.791665000000002
440,Regression,Linear Regression,ChickWeights,15.287005413554732,24.721522560240437,0.7401560140604169,0.004210472106933594,18.730727
451,Regression,Linear Regression,ChickWeights,15.806865735774078,25.331119330890413,0.7387809061287051,0.004210472106933594,19.678117
462,Regression,Linear Regression,ChickWeights,16.912347710111163,27.450327347193873,0.7118740092210123,0.004210472106933594,20.62988
473,Regression,Linear Regression,ChickWeights,17.68786801080465,28.748046923071918,0.7209603573249957,0.004210472106933594,21.583948
484,Regression,Linear Regression,ChickWeights,18.02230431978895,29.040370094251127,0.7308604085348502,0.004210472106933594,22.668706
495,Regression,Linear Regression,ChickWeights,18.476434617297652,29.565622398548214,0.7375811559076941,0.004210472106933594,23.756162
506,Regression,Linear Regression,ChickWeights,19.368862660258834,31.016595939650866,0.7195863076124669,0.004210472106933594,24.847161
517,Regression,Linear Regression,ChickWeights,20.093492725340727,32.00802507821089,0.7181912437784894,0.004210472106933594,25.940473
528,Regression,Linear Regression,ChickWeights,20.883641447975457,33.20140091570763,0.727385103943677,0.004210472106933594,27.098333
539,Regression,Linear Regression,ChickWeights,21.055940734584826,33.19901872731025,0.7386798629639011,0.004210472106933594,28.267588
550,Regression,Linear Regression,ChickWeights,22.046658398851132,34.818142407426606,0.7214274205964286,0.004210472106933594,29.439071
561,Regression,Linear Regression,ChickWeights,22.750150790689958,35.737018888500465,0.7193638350430389,0.004210472106933594,30.612626
572,Regression,Linear Regression,ChickWeights,23.60149518688988,36.92142939550449,0.722919218201958,0.004210472106933594,31.841061
578,Regression,Linear Regression,ChickWeights,23.758656678867762,37.03767126301035,0.7279537206511313,0.004210472106933594,33.07145
20,Regression,Linear Regression,TrumpApproval,20.715375599336316,24.276120972986362,-1381.3340079163324,0.004813194274902344,0.007983
40,Regression,Linear Regression,TrumpApproval,12.956746822999646,17.85530816845139,-127.17403450091604,0.004813194274902344,0.14077699999999999
60,Regression,Linear Regression,TrumpApproval,10.540337295823328,15.264267507077205,-125.28803290438402,0.004813194274902344,0.279618
80,Regression,Linear Regression,TrumpApproval,8.92648259034571,13.436420463778147,-97.15695382305036,0.004813194274902344,0.537331
100,Regression,Linear Regression,TrumpApproval,7.5495393499287236,12.076339439187347,-48.75014684916543,0.004813194274902344,0.801061
120,Regression,Linear Regression,TrumpApproval,6.5712666531069654,11.058195411086313,-34.388513465790076,0.004813194274902344,1.147887
140,Regression,Linear Regression,TrumpApproval,5.868178209177549,10.265658199354172,-30.515672886293014,0.004813194274902344,1.5035310000000002
160,Regression,Linear Regression,TrumpApproval,5.226493262391851,9.609365926739029,-23.352843972650145,0.004813194274902344,1.9906340000000002
180,Regression,Linear Regression,TrumpApproval,4.806672346419344,9.079121174210673,-18.092824435696784,0.004813194274902344,2.486142
200,Regression,Linear Regression,TrumpApproval,4.400421129740624,8.617551092451054,-16.252012396913173,0.004813194274902344,3.052191
220,Regression,Linear Regression,TrumpApproval,4.083414123099576,8.223437931584808,-15.946617088642817,0.004813194274902344,3.623053
240,Regression,Linear Regression,TrumpApproval,3.8235343884157706,7.87966547036827,-14.67643164713968,0.004813194274902344,4.298162
260,Regression,Linear Regression,TrumpApproval,3.5733429968046226,7.572887494545769,-13.674649599158814,0.004973411560058594,4.9778009999999995
280,Regression,Linear Regression,TrumpApproval,3.399764262602937,7.307305033384193,-13.305426773388605,0.004973411560058594,5.7758009999999995
300,Regression,Linear Regression,TrumpApproval,3.2435269592384794,7.069212717011484,-12.166742621467943,0.004973411560058594,6.58325
320,Regression,Linear Regression,TrumpApproval,3.1105754847518408,6.854541649824586,-11.99216513034567,0.004973411560058594,7.456008
340,Regression,Linear Regression,TrumpApproval,2.9569354047226284,6.651479799277566,-11.928129373171446,0.004973411560058594,8.334082
360,Regression,Linear Regression,TrumpApproval,2.8537856094930785,6.474036710445056,-11.348131391644102,0.004973411560058594,9.298607
380,Regression,Linear Regression,TrumpApproval,2.750449728962714,6.305826559379086,-11.120053648606476,0.004973411560058594,10.268981
400,Regression,Linear Regression,TrumpApproval,2.6634141155755278,6.151161672136967,-10.858744866397979,0.004973411560058594,11.246308
420,Regression,Linear Regression,TrumpApproval,2.556259025339157,6.003825249623929,-10.671335514866263,0.004973411560058594,12.227837000000001
440,Regression,Linear Regression,TrumpApproval,2.471571610669061,5.868919367302693,-9.950915405915524,0.004973411560058594,13.391865000000001
460,Regression,Linear Regression,TrumpApproval,2.3796807630395826,5.740715994508566,-8.935993501779443,0.004973411560058594,14.56731
480,Regression,Linear Regression,TrumpApproval,2.2935423272146473,5.620383847029998,-8.304713733239236,0.004973411560058594,15.82848
500,Regression,Linear Regression,TrumpApproval,2.2170719472274363,5.50775327209046,-7.748060324415055,0.004973411560058594,17.097197
520,Regression,Linear Regression,TrumpApproval,2.1605380581247338,5.4030519069184955,-7.433320998258445,0.004973411560058594,18.392852
540,Regression,Linear Regression,TrumpApproval,2.093930365363914,5.302901387269021,-7.093810234661742,0.004973411560058594,19.697778
560,Regression,Linear Regression,TrumpApproval,2.0590245226095627,5.213512799867119,-7.009651494197669,0.004973411560058594,21.117503
580,Regression,Linear Regression,TrumpApproval,1.9976476082662873,5.1231852511763165,-6.925804791819894,0.004973411560058594,22.544325
600,Regression,Linear Regression,TrumpApproval,1.950641059884997,5.038426259116397,-6.58092298894084,0.004973411560058594,23.97496
620,Regression,Linear Regression,TrumpApproval,1.9139787950639096,4.959092402037442,-6.2321238970256,0.004973411560058594,25.411269
640,Regression,Linear Regression,TrumpApproval,1.8644177203659011,4.8815607080230725,-5.87676544995844,0.004973411560058594,26.853936
660,Regression,Linear Regression,TrumpApproval,1.8242147858959745,4.808190620674182,-5.62363098938706,0.004973411560058594,28.30135
680,Regression,Linear Regression,TrumpApproval,1.7745110240786572,4.737042423784333,-5.530654039159668,0.004973411560058594,29.963752
700,Regression,Linear Regression,TrumpApproval,1.73663030353679,4.669916427921507,-5.51357997146441,0.004973411560058594,31.631035999999998
720,Regression,Linear Regression,TrumpApproval,1.692679144669073,4.604703216269991,-5.472066122280332,0.004973411560058594,33.365428
740,Regression,Linear Regression,TrumpApproval,1.6517738073879173,4.542197076044804,-5.293761488897717,0.004973411560058594,35.102180000000004
760,Regression,Linear Regression,TrumpApproval,1.6176019850850996,4.482676429973872,-5.196305855003581,0.004973411560058594,36.84535
780,Regression,Linear Regression,TrumpApproval,1.5865007641193463,4.425455260516019,-5.066178353973196,0.004973411560058594,38.665334
800,Regression,Linear Regression,TrumpApproval,1.5595678531598225,4.370690133148669,-4.970481738375755,0.004973411560058594,40.490823
820,Regression,Linear Regression,TrumpApproval,1.5359483450738913,4.318357063182573,-4.892367885242343,0.004973411560058594,42.385957
840,Regression,Linear Regression,TrumpApproval,1.5094802852221159,4.267276732370252,-4.807214337073276,0.004973411560058594,44.286366
860,Regression,Linear Regression,TrumpApproval,1.4815681878661566,4.217864876321593,-4.663732871777943,0.004973411560058594,46.194196
880,Regression,Linear Regression,TrumpApproval,1.4526831778170481,4.169823323470254,-4.507942651608292,0.004973411560058594,48.180962
900,Regression,Linear Regression,TrumpApproval,1.425504815240136,4.123417367951589,-4.4087270270070205,0.004973411560058594,50.173443
920,Regression,Linear Regression,TrumpApproval,1.401135420694234,4.078757160785335,-4.379153600942964,0.004973411560058594,52.213456
940,Regression,Linear Regression,TrumpApproval,1.3798894262867005,4.035722473386745,-4.310917809364017,0.004973411560058594,54.25777
960,Regression,Linear Regression,TrumpApproval,1.3578157698337674,3.993911445090692,-4.255827563021541,0.004973411560058594,56.307085
980,Regression,Linear Regression,TrumpApproval,1.3349554985290681,3.953168904153961,-4.2491478554421755,0.004973411560058594,58.388107
1000,Regression,Linear Regression,TrumpApproval,1.3157385915327033,3.9139344489617316,-4.232086679588724,0.004973411560058594,60.475418999999995
1001,Regression,Linear Regression,TrumpApproval,1.3145482000473083,3.9119809164882438,-4.230354806784151,0.004973411560058594,62.60265
11,Regression,Linear Regression with l1 regularization,ChickWeights,30.519429760441792,31.341724959881887,-1263.4547929656035,0.004361152648925781,0.004145
22,Regression,Linear Regression with l1 regularization,ChickWeights,20.93274945698016,23.730069634788823,-595.3856524245364,0.004361152648925781,0.012196000000000002
33,Regression,Linear Regression with l1 regularization,ChickWeights,14.671976905269485,19.432784890847977,-261.2719879213097,0.004361152648925781,0.022444000000000002
44,Regression,Linear Regression with l1 regularization,ChickWeights,11.206218788565426,16.83704009498573,-222.1918420065333,0.004361152648925781,0.034724000000000005
55,Regression,Linear Regression with l1 regularization,ChickWeights,10.7873677371092,17.69725945175844,-60.138926246201024,0.004361152648925781,0.04931100000000001
66,Regression,Linear Regression with l1 regularization,ChickWeights,10.358479420064798,16.54420972880916,-22.032639310332936,0.004361152648925781,0.06612400000000002
77,Regression,Linear Regression with l1 regularization,ChickWeights,9.753598876381378,15.536347024393615,-12.613738343052718,0.004361152648925781,0.39162
88,Regression,Linear Regression with l1 regularization,ChickWeights,8.774706713989955,14.560860647391403,-9.841807755380493,0.004361152648925781,0.7200040000000001
